Address,Owner,Accessor number (date collected),Catalog # (day inventory),Object Name,3D Scanned,3D Printed,Scanned By,Date excavated (field bag date),Object dated to,Object Description,inorganic/organic,species,Material of manufactur,Form (object type),Quantity,Measurements (diameter/circumference) - length,Length (mm),Width (mm),Height (mm),Measurement Notes,weight (grams),Weight Notes,Sivilich Diameter (in),Deformation Index,Conservation & condition,Cataloger name,Date Catalogued on,Location in repository,PLAT/LOT,Found at Depth below surface (report UNIT. mm prefered),Longtitude,Latitude,Distance from Datum,Found in grid,Excavator,Notes,Image (add column for each additional image),Data entry double checked by,Questions/ concerns,Dr.Uhl Check,SOURCES FOR ID,Location,Storage Location,Uhl Flags
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-504-C,Glass,,,,7/14/2022,1790-1910,Thicker square; medium sized; yellowish green olive with film,Inorganic,Unknown,Glass,Vessel,3 of 7,34.98,,,,,4.5,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 #2 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-504-D,Glass,,,,7/14/2022,15th-18th century,Medium colorless shard; no distinguishing features; square shape,Inorganic,Unknown,Glass,Vessel,4 of 7,30.28,,,,,1.9,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 #2 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-504-E,Glass,,,,7/14/2022,1790-1910,Pale green olive triangle; thick; with film,Inorganic,Unknown,Glass,Vessel,5 of 7,22.8,,,,,1.4,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 #2 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-504-F,Glass,,,,7/14/2022,1800s-1900s,Possible greenish citron colored; thin; partial color dependent on thickness,Inorganic,Unknown,Glass,Vessel,6 of 7,20.51,,,,,0.1,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 #2 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-504-G,Glass,,,,7/14/2022,15th-18th century,Small square colorless glass; no markings,Inorganic,Unknown,Glass,Vessel,7 of 7,10.91,,,,,0.8,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 #2 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-505,Glass,,,,7/26/2022,15th century-early 20th century,Small colorless glass shard,Inorganic,Unknown,Glass,Glass,1,5.6,,,,,0.01,Approximately 0.01 g,,,No conservation,I. DeLisle,,,,583,,,4047,S4W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 #2 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-507,Glass,,,,7/26/2022,1800's-1900's,Citron green rectangular glass shard,Inorganic,Unknown,Glass,Glass,1,11.82,,,,,0.1,Approximately 0.01 g,,,No conservation,I. DeLisle,,,,465,,,2485,S3W3,,,,,,,https://sha.org/bottle/colors.htm,Box 6 #2 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-511,Glass,,,,7/27/2022,15th century-early 20th century,Colorless; thick pyramid glass shard with white coating,Inorganic,Unknown,Glass,Glass,1,13.66,,,,,0.4,,,,No conservation,I. DeLisle,,,,374,,,2968,S2W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 #2 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-515-A,Glass,,,,8/4/2022,15th century- early 20th century,Colorless; trapezoid like glass shard,Inorganic,Unknown,Glass,Glass,1 of 3,10.75,,,,,0.1,,,,No conservation,I. DeLisle,,,,508,,,3311,S4W3,,,,,,,https://sha.org/bottle/colors.htm,Box 6 #2 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-515-B,Glass,,,,8/4/2022,15th century-early 20th century,Colorless; triangle shaped glass shard with lines,Inorganic,Unknown,Glass,Glass,1 of 3,8.8,,,,,0.01,Approximately 0.01 g,,,No conservation,I. DeLisle,,,,508,,,3311,S4W3,,,,,,,https://sha.org/bottle/colors.htm,Box 6 #2 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-515-C,Glass,,,,8/4/2022,15th century-early 20th century,Colorless; rock like glass shard,Inorganic,Unknown,Glass,Glass,1 of 3,9.06,,,,,0.01,Approximately 0.01 g,,,No conservation,I. DeLisle,,,,508,,,3311,S4W3,,,,,,,https://sha.org/bottle/colors.htm,Box 6 #2 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-519-A,Glass,,,,7/16/2022,1750s-1930s,Large pale green aqua glass shard,Inorganic,Unknown,Glass,Vessel,1,47.13,,,,,11.5,,,,No conservation,E. Lescault,,,,,,,,S2W3,,,,,,,https://sha.org/bottle/colors.htm#Aqua,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-519-B,Glass,,,,7/16/2022,1750s-1930s,Long pale green aqua glass shard,Inorganic,Unknown,Glass,Vessel,1,39.88,,,,,5.4,,,,No conservation,E. Lescault,,,,,,,,S2W3,,,,,,,https://sha.org/bottle/colors.htm#Aqua,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-519-C,Glass,,,,7/16/2022,1750s-1930s,Small pale green aqua glass shard,Inorganic,Unknown,Glass,Vessel,1,21.24,,,,,1.7,,,,No conservation,E. Lescault,,,,,,,,S2W3,,,,,,,https://sha.org/bottle/colors.htm#Aqua,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-519-D,Glass,,,,7/16/2022,15th-18th century,Colorless glass with embedded earth,Inorganic,Unknown,Glass,Vessel,1,17.52,,,,,2.7,,,,No conservation,E. Lescault,,,,,,,,S2W3,,,,,,,https://sha.org/bottle/colors.htm#Colorless,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,10/9/2021,2021-10-9-522,Glass,,,,10/9/2021,1750's-1930's,A thick and curved shard of deep greenish aqua glass,Inorganic,Unknown,Glass,Glass,1,43.21,,,,,12.7,,,,No conservation,I. DeLisle,,,,635,,,,S3W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-524,Glass,,,,7/16/2022,~1750s-1930s,Plae green aqua shard; thick,Inorganic,Unknown,Glass,Vessel,1,15.19,,,,,1.3,,,,No conservation,B. Ingraham,,,,,,,,S2W3,,,,,,,https://sha.org/bottle/colors.htm,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/8/2022,2022-7-8-526,Glass,,,,7/8/2022,~1790s-1910,Yellow olive; coated thickly with something reflective; curved,Inorganic,Unknown,Glass,Vessel,1,34.78,,,,,4.6,,,,No conservation,B. Ingraham,,,,430,,,2460,S2W3,,,,,,,https://sha.org/bottle/colors.htm,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-528-A,Glass,,,,7/11/2022,15th-18th century,Colorless glass with scratch hacket markets; possible design; square shape,Inorganic,Unknown,Glass,Vessel,1 of 5,19,,,,,0.9,,,,No conservation,B. Ingraham,,,,351,,,4601,S4W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-528-B,Glass,,,,7/11/2022,15th-18th century,Colorless shard no identifiable marks,Inorganic,Unknown,Glass,Vessel,2 of 5,19.06,,,,,0.7,,,,No conservation,B. Ingraham,,,,351,,,4601,S4W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-528-C,Glass,,,,7/11/2022,15th-18th century,Colorless shard with a cloudy film; small; scratch with brown substance in it,Inorganic,Unknown,Glass,Vessel,3 of 5,9.64,,,,,0.1,,,,No conservation,B. Ingraham,,,,351,,,4601,S4W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-528-D,Glass,,,,7/11/2022,~1750s-1930s,Pale green aqua; no identifying marks,Inorganic,Unknown,Glass,Vessel,4 of 5,17.47,,,,,0.4,,,,No conservation,B. Ingraham,,,,351,,,4601,S4W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-528-E,Glass,,,,7/11/2022,~1790s-1910,olive shard with coating; reflective; small,Inorganic,Unknown,Glass,Vessel,5 of 5,11.61,,,,,0.2,,,,No conservation,B. Ingraham,,,,351,,,4601,S4W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-7-5-544,Glass,,,,7/5/2022,~1790s-1910,Dark Olive class shard,Inorganic,Unknown,Glass,Vessel,1,12.87,,,,,0.5,,,,No conservation,B. Ingraham,,,,331,,,3695,S4W3,,,,,,,https://sha.org/bottle/colors.htm,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/7/2022,2022-7-7-548-A,Glass,,,,7/7/2022,15th ce - early 20th ce,Colorless Shard with wave design; cloudy; rubbed on?,Inorganic,Unknown,Glass,Vessel,1 of 2,26.3,,,,,1,,,,No conservation,B. Ingraham,,,,396,,,3461,S3W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 #2 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/7/2022,2022-7-7-548-B,Glass,,,,7/7/2022,~1790s-1910,Yellow Olive shard; no identifiable marks,Inorganic,Unknown,Glass,Vessel,2 of 2,25.15,,,,,0.7,,,,No conservation,B. Ingraham,,,,396,,,3461,S3W4,,,,,,,https://sha.org/bottle/colors.htm,Box 6 #2 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/7/2022,2022-7-7-549,Glass,,,,7/7/2022,~1790s-1860,Yellow olive; bottle neck into body; no seams; thick; interior with coating; stretch/straw marks notes mouth free-blown bottle; early manufacturing without molds; ending civil war period,Inorganic,Unknown,Glass,Bottle,1,65.41,,,,,69.7,,,,No conservation,B. Ingraham,,,,396,,,3461,S3W4,,,,,,,https://sha.org/bottle/body.htm#Free-blown%20bottle%20bodies,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-570-H,Glass,,,,7/16/2022,Late 18th through mid-20th centuries,A trapezoid shape light yellow amber shard of glass that is covered in dark shiny coating,Inorganic,Unknown,Glass,Glass,8 of 13,15.97,,,,,1.4,,,,No conservation,I. DeLisle,,,,470,,,,S3W3,,This was my mistake it was put in the ceramic and I already did the ceramic earlier so it was just easier to keep it like this,,,,,https://sha.org/bottle/colors.htm,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/25/2022,2022-5-25-223,Ceramic,,,,5/25/2022,Unknown,light brown ceramic sherd,Inorganic,Unknown,Glazed earthenware,Vessel,1,10.76,,,,,,,,,No conservation,E. Lescault,,,,398,,,1705,S2W1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2022,2022-6-2-296-A,White Granite,,,,6/2/2022,Third quarter 19th century,White Granite Classical Motifs; Relatively large pice,Inorganic,Unknown,Granite,Vessel,1 of 7,35.63,,,,,1.5,,,,No conservation,R. Twine,,,,315-345 ,,,3541 - 3821 ,S3W4,,,,,,,https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/White%20Granite/Large%20Image%20pages/classical-motifs/18BC27-classical%20relish%20dish.htm,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2022,2022-6-2-296-B,White Granite,,,,6/2/2022,Third quarter 19th century,White Granite Classical Motifs,Inorganic,Unknown,Granite,Vessel,2 of 7,10.56,,,,,0.2,,,,No conservation,R. Twine,,,,315-345 ,,,3541 - 3821 ,S3W4,,,,,,,https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/White%20Granite/index-whitegranite.html#MotifTypes,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2022,2022-6-2-296-C,White Granite,,,,6/2/2022,Third quarter 19th century,White Granite Classical Motifs,Inorganic,Unknown,Granite,Vessel,3 of 7,9.22,,,,,0.1,,,,No conservation,R. Twine,,,,315-345 ,,,3541 - 3821 ,S3W4,,,,,,,https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/White%20Granite/index-whitegranite.html#MotifTypes,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2022,2022-6-2-296-D,White Granite,,,,6/2/2022,Third quarter 19th century,White Granite Classical Motifs,Inorganic,Unknown,Granite,Vessel,4 of 7,9.35,,,,,0.15,,,,No conservation,R. Twine,,,,315-345 ,,,3541 - 3821 ,S3W4,,,,,,,https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/White%20Granite/index-whitegranite.html#MotifTypes,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2022,2022-6-2-296-E,White Granite,,,,6/2/2022,Third quarter 19th century,White Granite Classical Motifs,Inorganic,Unknown,Granite,Vessel,5 of 7,9.84,,,,,0.05,,,,No conservation,R. Twine,,,,315-345 ,,,3541 - 3821 ,S3W4,,It looks like South Carolina,,,,,https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/White%20Granite/index-whitegranite.html#MotifTypes,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2022,2022-6-2-296-F,White Granite,,,,6/2/2022,Third quarter 19th century,White Granite Classical Motifs; Relatively small pice,Inorganic,Unknown,Granite,Vessel,6 of 7,7.01,,,,,0.03,,,,No conservation,R. Twine,,,,315-345 ,,,3541 - 3821 ,S3W4,,,,,,,https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/White%20Granite/index-whitegranite.html#MotifTypes,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2022,2022-6-2-296-G,White Granite,,,,6/2/2022,Third quarter 19th century,White Granite Classical Motifs; Relatively small pice,Inorganic,Unknown,Granite,Vessel,7 of 7,4.45,,,,,0.025,,,,No conservation,R. Twine,,,,315-345 ,,,3541 - 3821 ,S3W4,,,,,,,https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/White%20Granite/index-whitegranite.html#MotifTypes,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2021,2021-6-1-13,Ceramic,,,,6/1/2021,Unknown,Brown and grey glazed shards,Inorganic,,Greyware,Vessel,1,57.15,,,,,,,,,No conservation,L. McKinnon,6/24/2021,,,558.8,,,,S4W3,,Found in assocation with artifacts 11 and 12,,,,,,Box 2 (Stoneware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/26/2022,2022-5-26-242,Metal,,,,5/26/2022,Victorian Era [1820-1914] (In Association with 5-26-243),A long skinny piece conncected to a round piece of iron,Inorganic,Unknown,Iron,Metal,1,29.27,,,,,4.3,,,,No conservation,I. DeLisle,,,,490,,,3000,S2W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/8/2022,2022-7-8-304-A,Iron,,,,7/8/2022,1762-1820 (In association with 2022-7-8-303),Rusted iron; thick and long with pebbles merged,Inorganic,Unknown,Iron,Metal,1 of 2,28.38,,,,,5.9,,,,No conservation,I. DeLisle,,,,271,,,4851,S5W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/8/2022,2022-7-8-304-B,Iron,,,,7/8/2022,1762-1820 (In association with 2022-7-8-303),Rusted iron; ball top and a small little stem with pebbles merged,Inorganic,Unknown,Iron,Metal,1 of 2,18.15,,,,,2,,,,No conservation,I. DeLisle,,,,271,,,4851,S5W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-327,Metal,,,,7/11/2022,Unknown,Narrow iron fragment,Inorganic,Unknown,Iron,Metal,1,31.7,,,,,3.99,,,,No conservation,E. Lescault,,,,247,,,3162,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-7-5-341-A,Metal,,,,7/5/2022,1800-1900's in association with 2022-7-5-340,Iron; thick sphere,Inorganic,Unknown,Iron,Metal,1 of 5,30.95,,,,,21.5,,,,No conservation,I. DeLisle,,,,485,,,3484,S3W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-7-5-341-B,Metal,,,,7/5/2022,1800-1900's in association with 2022-7-5-340,Long piece of iron,Inorganic,Unknown,Iron,Metal,1 of 5,56.73,,,,,16.6,,,,No conservation,I. DeLisle,,,,485,,,3484,S3W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-7-5-341-C,Metal,,,,7/5/2022,1800-1900's in association with 2022-7-5-340,Iron with an irregular shape; bigger than piece D and E,Inorganic,Unknown,Iron,Metal,1 of 5,22.27,,,,,3.5,,,,No conservation,I. DeLisle,,,,485,,,3484,S3W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-7-5-341-D,Metal,,,,7/5/2022,1800-1900's in association with 2022-7-5-340,Iron with an irregular shape; same color as the other pieces,Inorganic,Unknown,Iron,Metal,1 of 5,17.33,,,,,1.6,,,,No conservation,I. DeLisle,,,,485,,,3484,S3W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-7-5-341-E,Metal,,,,7/5/2022,1800-1900's in association with 2022-7-5-340,Iron with a more light yellow color than the other pieces,Inorganic,Unknown,Iron,Metal,1 of 5,15.24,,,,,1,,,,No conservation,I. DeLisle,,,,485,,,3484,S3W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/20/2022,2022-6-20-344-A,Metal,,,,6/20/2022,Unknown,Iron; possible nail shape; too corroded to tell,Inorganic,Unknown,Iron,Metal,1 of 5,59.43,,,,,11.4,,,,No conservation,B. Ingraham,,,,203,,,4250 - 4310 ,S4W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/20/2022,2022-6-20-344-B,Metal,,,,6/20/2022,Unknown,Undefinable large chuck of iron with orangish corrosion,Inorganic,Unknown,Iron,Metal,2 of 5,49.18,,,,,17.9,,,,No conservation,B. Ingraham,,,,203,,,4250 - 4310 ,S4W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/20/2022,2022-6-20-344-C,Metal,,,,6/20/2022,Unknown,Unidentifiable chunck of iron with reddish corrosion,Inorganic,Unknown,Iron,Metal,3 of 5,27.51,,,,,7.2,,,,No conservation,B. Ingraham,,,,203,,,4250 - 4310 ,S4W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/20/2022,2022-6-20-344-D,Metal,,,,6/20/2022,Unknown,Small iron nail shape; large chuncks of corrosion attached,Inorganic,Unknown,Iron,Metal,4 of 5,37.05,,,,,7.7,,,,No conservation,B. Ingraham,,,,203,,,4250 - 4310 ,S4W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/20/2022,2022-6-20-344-E,Metal,,,,6/20/2022,Unknown,Small curved metal with red corrosion,Inorganic,Unknown,Iron,Metal,5 of 5,36.18,,,,,4.8,,,,No conservation,B. Ingraham,,,,203,,,4250 - 4310 ,S4W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/7/2022,2022-7-7-352-A,Metal,,,,7/7/2022,1745-1940's in association with 2022-7-7-350 and 2022-7-7-351,,Inorganic,Unknown,Iron,Metal,1 of 2,29.01,,,,,7.4,,,,No conservation,I. DeLisle,,,,452,,,3272,S2W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/7/2022,2022-7-7-352-B,Metal,,,,7/7/2022,1745-1940's in association with 2022-7-7-350 and 2022-7-7-351,,Inorganic,Unknown,Iron,Metal,1 of 2,33.54,,,,,2.5,,,,No conservation,I. DeLisle,,,,452,,,3272,S2W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/8/2022,2022-7-8-356-A,Metal,,,,7/8/2022,1650-present in association with 2022-7-8-355 and 2022-7-8-357,Biggest clump of iron,Inorganic,Unknown,Iron,Metal,1 of 3,32.63,,,,,10.4,,,,No conservation,I. DeLisle,,,,422,,,3059,S2W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/8/2022,2022-7-8-356-B,Metal,,,,7/8/2022,1650-present in association with 2022-7-8-355 and 2022-7-8-357,Medium clump of iron,Inorganic,Unknown,Iron,Metal,1 of 3,22.06,,,,,1.9,,,,No conservation,I. DeLisle,,,,422,,,3059,S2W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/8/2022,2022-7-8-356-C,Metal,,,,7/8/2022,1650-present in association with 2022-7-8-355 and 2022-7-8-357,Smallest clump of iron,Inorganic,Unknown,Iron,Metal,1 of 3,11.08,,,,,0.4,,,,No conservation,I. DeLisle,,,,422,,,3059,S2W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/22/2022,2022-06-22-358-A,Metal,,,,6/22/2022,Unknown,Medium clump of iron,Inorganic,Unknown,Iron,Metal,1 of 2,31.85,,,,,5.75,,,,No conservation,R. Twine,,,,153,,,4021,S3W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/22/2022,2022-06-22-358-B,Metal,,,,6/22/2022,Unknown,Medium clump of iron,Inorganic,Unknown,Iron,Metal,2 of 2,28.03,,,,,12.1,,,,No conservation,R. Twine,,,,153,,,4021,S3W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/28/2022,2022-06-28-369-A,Metal,,,,6/28/2022,Late 1700's- Middle 1800's,Medium clump of iron,Inorganic,Unknown,Iron,Metal,1 of 5,32.99,,,,,6.1,,,,No conservation,R. Twine,,,,230,,,4400,S4W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/28/2022,2022-06-28-369-B,Metal,,,,6/28/2022,Late 1700's- Middle 1800's,Medium clump of iron,Inorganic,Unknown,Iron,Metal,2 of 5,24.33,,,,,6.6,,,,No conservation,R. Twine,,,,230,,,4400,S4W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/28/2022,2022-06-28-369-C,Metal,,,,6/28/2022,Late 1700's- Middle 1800's,Small clump of iron,Inorganic,Unknown,Iron,Metal,3 of 5,26.75,,,,,2.8,,,,No conservation,R. Twine,,,,230,,,4400,S4W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/28/2022,2022-06-28-369-D,Metal,,,,6/28/2022,Late 1700's- Middle 1800's,Small clump of iron,Inorganic,Unknown,Iron,Metal,4 of 5,17.47,,,,,0.9,,,,No conservation,R. Twine,,,,230,,,4400,S4W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/28/2022,2022-06-28-369-E,Metal,,,,6/28/2022,Late 1700's- Middle 1800's,Small clump of iron,Inorganic,Unknown,Iron,Metal,5 of 5,14.98,,,,,1.5,,,,No conservation,R. Twine,,,,230,,,4400,S4W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/8/2022,2022-7-8-373,Metal,,,,7/8/2022,1490-1900 in association with 2022-7-8-374,A chunk of iron fused with rocks,Inorganic,Unknown,Iron,Metal,1,22,,,,,5.6,,,,No conservation,I. DeLisle,,,,410,,,3570,S3W4,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/19/2022,2022-7-19-383,Metal,,,,7/19/2022,Unknown,Rusted iron chain; only two links uncovered,Inorganic,Unknown,Iron,Metal,1,52.52,,,,,12.4,,,,No conservation,I. DeLisle,,,,324,,,2849,S2E2,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/21/2022,2022-7-21-385-A,Metal,,,,7/21/2022,1750-present in association with 2022-7-21-386 and 2022-7-21-387,Small ball of iron,Inorganic,Unknown,Iron,Metal,1 of 2,7.65,,,,,0.2,,,,No conservation,I. DeLisle,,,,445,,,2702,S3W3,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/21/2022,2022-7-21-385-B,Metal,,,,7/21/2022,1750-present in association with 2022-7-21-386 and 2022-7-21-387,Bigger ball of iron; almost two parts,Inorganic,Unknown,Iron,Metal,1 of 2,14.76,,,,,0.8,,,,No conservation,I. DeLisle,,,,445,,,2702,S3W3,,,,,,,https://www.canada.ca/en/conservation-institute/services/conservation-preservation-publications/canadian-conservation-institute-notes/identifying-archaeological-metal.html,,,
